DOPC ,,,DOPE ,,,DSPC ,,,Glucosylceramide (Gaucher's Spleen) ,,,Cholesterol (ovine) ,,,PC Mix ,,,PE Mix ,,,PS Mix ,,,PG Mix,,,PI Mix ,,,18:1 LPA ,,,C8 L-Carnitine ,,,C12 Carnitine ,,,C16 Carnitine ,,,C18 Carnitine (d9-cis) ,,,Cer 18:1-18:1 ,,,Cer 18:1-22:0 ,,,Cer 18:1-24:0 ,,,16:0 CDP DG ,,,18:0 Lyso PA ,,,18:1 Cholesterol Ester ,,,Kidney Background,,,16:0 Cardiolipin ,,,TAG Mix ,,,Cer 18:1-12:0 ,,,Cer 18:1-24:1 ,,,Cer 18:1-18:0 ,,,DAG 16:0 ,,,DAG 18:0 and 24:0 ,,,TAG 16:0 ,,,TAG 18:1 ,,,Palmitic Acid,,,Stearic Acid,,,Docosahexaenoic Acid,,,Tetracosapentaenoic Acid,,,Sphingosine,
2991.33,0.215055703,,2991.33,0.138810198,,,,,2991.33,0.070624779,,2991.33,0.174831827,,2974.59,0.298064642,,,,,2974.59,0.242900139,,,,,,,,,,,2991.33,0.241987766,,2991.33,0.118419265,,2991.33,0.086884958,,2991.33,0.1521894,,,,,,,,,,,2974.59,0.169343146,,2974.59,0.084365495,,2991.33,0.088559103,,,,,,,,2991.33,0.069202627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.43,222.879
2992.5,0.210193333,,2992.5,0.14160301,,,,,2992.5,0.069959066,,2992.5,0.158531169,,2975.74,0.292105707,,,,,2975.74,0.228983101,,,,,,,,,,,2992.5,0.212963539,,2992.5,0.112835451,,2992.5,0.081850737,,2992.5,0.155056442,,,,,,,,,,,2975.74,0.156811405,,2975.74,0.079162201,,2992.5,0.084326175,,,,,,,,2992.5,0.070007299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402.16,226.037
2993.66,0.206231,,2993.66,0.144799925,,,,,2993.66,0.069213023,,2993.66,0.144073302,,2976.89,0.286398545,,,,,2976.89,0.218969913,,,,,,,,,,,2993.66,0.192443572,,2993.66,0.108517209,,2993.66,0.07984227,,2993.66,0.159619983,,,,,,,,,,,2976.89,0.148114161,,2976.89,0.075920511,,2993.66,0.082152062,,,,,,,,2993.66,0.071184403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402.9,230.038
2994.83,0.205083947,,2994.83,0.149177659,,,,,2994.83,0.069565804,,2994.83,0.130338053,,2978.03,0.279182774,,,,,2978.03,0.210852665,,,,,,,,,,,2994.83,0.177054939,,2994.83,0.104155337,,2994.83,0.071742929,,2994.83,0.16434903,,,,,,,,,,,2978.03,0.143662579,,2978.03,0.071500081,,2994.83,0.080320271,,,,,,,,2994.83,0.07290481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.63,227.62
2996,0.205441417,,2996,0.155906085,,,,,2996,0.070597054,,2996,0.12081606,,2979.18,0.273066077,,,,,2979.18,0.202611563,,,,,,,,,,,2996,0.162038024,,2996,0.099979634,,2996,0.067975584,,2996,0.168603407,,,,,,,,,,,2979.18,0.136948711,,2979.18,0.066195968,,2996,0.07924463,,,,,,,,2996,0.073513596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404.37,223.234
2997.17,0.209505398,,2997.17,0.166795747,,,,,2997.17,0.071091465,,2997.17,0.108833001,,2980.32,0.265373874,,,,,2980.32,0.194687828,,,,,,,,,,,2997.17,0.153251217,,2997.17,0.093201388,,2997.17,0.063931644,,2997.17,0.17298033,,,,,,,,,,,2980.32,0.132979912,,2980.32,0.062567143,,2997.17,0.080105896,,,,,,,,2997.17,0.074069296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.1,224.679
2998.34,0.214382476,,2998.34,0.178967663,,,,,2998.34,0.071349614,,2998.34,0.09822077,,2981.46,0.258068272,,,,,2981.46,0.186418329,,,,,,,,,,,2998.34,0.148545527,,2998.34,0.087499892,,2998.34,0.060089558,,2998.34,0.17660438,,,,,,,,,,,2981.46,0.126915299,,2981.46,0.057278371,,2998.34,0.08201911,,,,,,,,2998.34,0.073725554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.84,222.006
2999.51,0.220988911,,2999.51,0.193320993,,,,,2999.51,0.070885076,,2999.51,0.092817901,,2982.61,0.251041471,,,,,2982.61,0.179036703,,,,,,,,,,,2999.51,0.146846223,,2999.51,0.081569208,,2999.51,0.055159348,,2999.51,0.180854364,,,,,,,,,,,2982.61,0.119491061,,2982.61,0.051331037,,2999.51,0.084278357,,,,,,,,2999.51,0.070162246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.57,222.609
3000.67,0.227546013,,3000.67,0.206136263,,,,,3000.67,0.070811845,,3000.67,0.085887627,,2983.75,0.241619522,,,,,2983.75,0.171187285,,,,,,,,,,,3000.67,0.143426364,,3000.67,0.074447799,,3000.67,0.049550885,,3000.67,0.190584981,,,,,,,,,,,2983.75,0.113286209,,2983.75,0.049247026,,3000.67,0.087553695,,,,,,,,3000.67,0.066222893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407.31,224.628
3001.84,0.234005413,,3001.84,0.214291081,,,,,3001.84,0.068419592,,3001.84,0.079771675,,2984.89,0.233188495,,,,,2984.89,0.165728848,,,,,,,,,,,3001.84,0.146305237,,3001.84,0.06643009,,3001.84,0.044764424,,3001.84,0.195232239,,,,,,,,,,,2984.89,0.108933626,,2984.89,0.047023999,,3001.84,0.091208215,,,,,,,,3001.84,0.060280581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.04,228.078
3003.01,0.240956904,,3003.01,0.219878696,,,,,3003.01,0.065444408,,3003.01,0.073982436,,2986.03,0.225106232,,,,,2986.03,0.159379112,,,,,,,,,,,3003.01,0.147252958,,3003.01,0.062933314,,3003.01,0.040946196,,3003.01,0.199763705,,,,,,,,,,,2986.03,0.103311853,,2986.03,0.045705597,,3003.01,0.096074376,,,,,,,,3003.01,0.053505965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.78,229.231
3004.17,0.243892985,,3004.17,0.214856634,,,,,3004.17,0.062254815,,3004.17,0.06929175,,2987.17,0.215354889,,,,,2987.17,0.154302828,,,,,,,,,,,3004.17,0.154463852,,3004.17,0.057286267,,3004.17,0.041785657,,3004.17,0.201442048,,,,,,,,,,,2987.17,0.09760566,,2987.17,0.043174714,,3004.17,0.100401803,,,,,,,,3004.17,0.047314603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409.51,224.313
3005.34,0.24592817,,3005.34,0.206805856,,,,,3005.34,0.057434354,,3005.34,0.064241931,,2988.31,0.206410153,,,,,2988.31,0.150200725,,,,,,,,,,,3005.34,0.164203643,,3005.34,0.052520162,,3005.34,0.035967657,,3005.34,0.195224735,,,,,,,,,,,2988.31,0.092475798,,2988.31,0.040811407,,3005.34,0.103422723,,,,,,,,3005.34,0.045857617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.25,231.119
3006.5,0.241986895,,3006.5,0.190329245,,,,,3006.5,0.053218135,,3006.5,0.06041371,,2989.44,0.197798858,,,,,2989.44,0.145286306,,,,,,,,,,,3006.5,0.181722274,,3006.5,0.05187299,,3006.5,0.035701996,,3006.5,0.177625998,,,,,,,,,,,2989.44,0.087787647,,2989.44,0.04000819,,3006.5,0.106422962,,,,,,,,3006.5,0.042926655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.98,234.657
3007.67,0.239133359,,3007.67,0.17328621,,,,,3007.67,0.049418547,,3007.67,0.056664465,,2990.58,0.189311071,,,,,2990.58,0.14191722,,,,,,,,,,,3007.67,0.205780901,,3007.67,0.049090477,,3007.67,0.030050261,,3007.67,0.163886324,,,,,,,,,,,2990.58,0.086513068,,2990.58,0.040281617,,3007.67,0.108735567,,,,,,,,3007.67,0.040497466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411.72,223.41
3008.83,0.230710051,,3008.83,0.155651365,,,,,3008.83,0.045768861,,3008.83,0.053312825,,2991.72,0.181359066,,,,,2991.72,0.140487706,,,,,,,,,,,3008.83,0.243485857,,3008.83,0.047673927,,3008.83,0.031940172,,3008.83,0.14549875,,,,,,,,,,,2991.72,0.081480339,,2991.72,0.0372252,,3008.83,0.109909708,,,,,,,,3008.83,0.040008584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.45,234.641
3010,0.220556326,,3010,0.137487365,,,,,3010,0.042124589,,3010,0.051169514,,2992.85,0.175110827,,,,,2992.85,0.137842467,,,,,,,,,,,3010,0.306633579,,3010,0.048491316,,3010,0.03162445,,3010,0.131119838,,,,,,,,,,,2992.85,0.076655623,,2992.85,0.037644629,,3010,0.107580816,,,,,,,,3010,0.037974356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.19,238.164
3011.16,0.208171998,,3011.16,0.122008641,,,,,3011.16,0.039313811,,3011.16,0.048431524,,2993.99,0.168698866,,,,,2993.99,0.13393271,,,,,,,,,,,3011.16,0.385397254,,3011.16,0.050210439,,3011.16,0.031588065,,3011.16,0.123336538,,,,,,,,,,,2993.99,0.07345605,,2993.99,0.037959001,,3011.16,0.104443161,,,,,,,,3011.16,0.035955572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.92,238.024
3012.33,0.196112699,,3012.33,0.107499147,,,,,3012.33,0.036273184,,3012.33,0.046052971,,2995.12,0.164135273,,,,,2995.12,0.136875105,,,,,,,,,,,3012.33,0.493315903,,3012.33,0.052835677,,3012.33,0.031282075,,3012.33,0.115912922,,,,,,,,,,,2995.12,0.068620747,,2995.12,0.037772762,,3012.33,0.099187875,,,,,,,,3012.33,0.034629451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.66,239.671
3013.49,0.182075977,,3013.49,0.095646167,,,,,3013.49,0.033726522,,3013.49,0.044269223,,2996.26,0.158836375,,,,,2996.26,0.134732113,,,,,,,,,,,3013.49,0.623721172,,3013.49,0.059381871,,3013.49,0.035008366,,3013.49,0.117552988,,,,,,,,,,,2996.26,0.065851467,,2996.26,0.036614535,,3013.49,0.093979274,,,,,,,,3013.49,0.032422131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.39,243.962
3014.66,0.168539267,,3014.66,0.084671507,,,,,3014.66,0.031115399,,3014.66,0.042348263,,2997.39,0.156614335,,,,,2997.39,0.137225964,,,,,,,,,,,3014.66,0.747105149,,3014.66,0.068746858,,3014.66,0.039537731,,3014.66,0.122949037,,,,,,,,,,,2997.39,0.062905676,,2997.39,0.035272293,,3014.66,0.086857407,,,,,,,,3014.66,0.030371254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416.13,249.056
3015.82,0.15661603,,3015.82,0.075987781,,,,,3015.82,0.028891299,,3015.82,0.039921449,,2998.52,0.154987255,,,,,2998.52,0.138806274,,,,,,,,,,,3015.82,0.835990181,,3015.82,0.082996415,,3015.82,0.043822348,,3015.82,0.130832713,,,,,,,,,,,2998.52,0.061735273,,2998.52,0.03533082,,3015.82,0.078660204,,,,,,,,3015.82,0.030761323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416.86,251.102
3016.98,0.144175613,,3016.98,0.067648577,,,,,3016.98,0.027010527,,3016.98,0.038594004,,2999.65,0.155859589,,,,,2999.65,0.142939147,,,,,,,,,,,3016.98,0.883722531,,3016.98,0.096949843,,3016.98,0.0513944,,3016.98,0.137259915,,,,,,,,,,,2999.65,0.061551164,,2999.65,0.034066673,,3016.98,0.071482873,,,,,,,,3016.98,0.030300182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.6,254.977
3018.14,0.133358315,,3018.14,0.060536836,,,,,3018.14,0.025019432,,3018.14,0.037688899,,3000.78,0.157505689,,,,,3000.78,0.148163243,,,,,,,,,,,3018.14,0.874292561,,3018.14,0.108444972,,3018.14,0.057098161,,3018.14,0.140671752,,,,,,,,,,,3000.78,0.055554931,,3000.78,0.032556517,,3018.14,0.064803704,,,,,,,,3018.14,0.028549096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.33,255.25
3019.31,0.124043971,,3019.31,0.054652814,,,,,3019.31,0.02382753,,3019.31,0.036206114,,3001.91,0.160169521,,,,,3001.91,0.156319485,,,,,,,,,,,3019.31,0.8078365,,3019.31,0.117713459,,3019.31,0.067566183,,3019.31,0.148484676,,,,,,,,,,,3001.91,0.052619362,,3001.91,0.032007804,,3019.31,0.059310887,,,,,,,,3019.31,0.027596797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.07,255.4
3020.47,0.117650857,,3020.47,0.049614813,,,,,3020.47,0.021547494,,3020.47,0.035269381,,3003.04,0.162535933,,,,,3003.04,0.164598097,,,,,,,,,,,3020.47,0.717223302,,3020.47,0.118573668,,3020.47,0.070179494,,3020.47,0.149704224,,,,,,,,,,,3003.04,0.047667641,,3003.04,0.030420102,,3020.47,0.054718791,,,,,,,,3020.47,0.027067795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.8,260.719
3021.63,0.112732444,,3021.63,0.045158892,,,,,3021.63,0.021179688,,3021.63,0.035532937,,3004.17,0.16639445,,,,,3004.17,0.179406208,,,,,,,,,,,3021.63,0.642053119,,3021.63,0.120338058,,3021.63,0.073318331,,3021.63,0.151373933,,,,,,,,,,,3004.17,0.047148425,,3004.17,0.030012059,,3021.63,0.051277439,,,,,,,,3021.63,0.025979095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.54,264.294
3022.79,0.108949914,,3022.79,0.041482215,,,,,3022.79,0.019423961,,3022.79,0.035074042,,3005.3,0.170376585,,,,,3005.3,0.193411433,,,,,,,,,,,3022.79,0.58025106,,3022.79,0.125830357,,3022.79,0.077233695,,3022.79,0.154406462,,,,,,,,,,,3005.3,0.045622109,,3005.3,0.026641779,,3022.79,0.047835658,,,,,,,,3022.79,0.025271401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421.27,268.062
3023.95,0.105842944,,3023.95,0.038504091,,,,,3023.95,0.018562888,,3023.95,0.035139788,,3006.42,0.175437029,,,,,3006.42,0.210632698,,,,,,,,,,,3023.95,0.524598082,,3023.95,0.12897663,,3023.95,0.080754997,,3023.95,0.158331607,,,,,,,,,,,3006.42,0.04568832,,3006.42,0.028382322,,3023.95,0.044848798,,,,,,,,3023.95,0.023807232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.01,275.744
3025.11,0.105031606,,3025.11,0.03540238,,,,,3025.11,0.017917211,,3025.11,0.035392004,,3007.55,0.179693824,,,,,3007.55,0.228155659,,,,,,,,,,,3025.11,0.466102709,,3025.11,0.139868229,,3025.11,0.083632662,,3025.11,0.162770831,,,,,,,,,,,3007.55,0.039251766,,3007.55,0.025432466,,3025.11,0.043705816,,,,,,,,3025.11,0.024487947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.74,283.227
3026.27,0.104207164,,3026.27,0.032665107,,,,,3026.27,0.017039808,,3026.27,0.035754343,,3008.68,0.185618101,,,,,3008.68,0.245731684,,,,,,,,,,,3026.27,0.413951606,,3026.27,0.141151545,,3026.27,0.085328076,,3026.27,0.169520284,,,,,,,,,,,3008.68,0.038587873,,3008.68,0.024454884,,3026.27,0.043000859,,,,,,,,3026.27,0.022037219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423.48,282.337
3027.43,0.103918822,,3027.43,0.03032615,,,,,3027.43,0.016180571,,3027.43,0.037473426,,3009.8,0.187480847,,,,,3009.8,0.261170433,,,,,,,,,,,3027.43,0.363998474,,3027.43,0.144518287,,3027.43,0.083995251,,3027.43,0.18093636,,,,,,,,,,,3009.8,0.040787439,,3009.8,0.024321242,,3027.43,0.041782469,,,,,,,,3027.43,0.02060024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.21,287.984
3028.59,0.104071515,,3028.59,0.028302394,,,,,3028.59,0.015175261,,3028.59,0.039238833,,3010.92,0.188235698,,,,,3010.92,0.274410628,,,,,,,,,,,3028.59,0.333467394,,3028.59,0.144478548,,3028.59,0.078744833,,3028.59,0.189883011,,,,,,,,,,,3010.92,0.036077357,,3010.92,0.022730121,,3028.59,0.040179138,,,,,,,,3028.59,0.022750129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.95,299.582
3029.75,0.104233779,,3029.75,0.026692341,,,,,3029.75,0.014601618,,3029.75,0.040704583,,3012.04,0.188192281,,,,,3012.04,0.283140818,,,,,,,,,,,3029.75,0.33260524,,3029.75,0.146559122,,3029.75,0.079943495,,3029.75,0.20646245,,,,,,,,,,,3012.04,0.040413803,,3012.04,0.02398357,,3029.75,0.039470078,,,,,,,,3029.75,0.019147818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.68,312.247
3030.91,0.104696543,,3030.91,0.025214248,,,,,3030.91,0.013640488,,3030.91,0.041750721,,3013.17,0.185163892,,,,,3013.17,0.284495309,,,,,,,,,,,3030.91,0.336392298,,3030.91,0.156620855,,3030.91,0.077221114,,3030.91,0.222584714,,,,,,,,,,,3013.17,0.034354615,,3013.17,0.021430932,,3030.91,0.037857775,,,,,,,,3030.91,0.020173362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.42,319.377
3032.07,0.105135426,,3032.07,0.023881119,,,,,3032.07,0.013466535,,3032.07,0.043867487,,3014.29,0.179809522,,,,,3014.29,0.278108955,,,,,,,,,,,3032.07,0.340126397,,3032.07,0.169783701,,3032.07,0.075543661,,3032.07,0.241093042,,,,,,,,,,,3014.29,0.030642339,,3014.29,0.020119519,,3032.07,0.035750923,,,,,,,,3032.07,0.017784236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.15,339.054
3033.23,0.105424714,,3033.23,0.02241328,,,,,3033.23,0.012489305,,3033.23,0.044704629,,3015.41,0.173707314,,,,,3015.41,0.268075951,,,,,,,,,,,3033.23,0.321467613,,3033.23,0.188338452,,3033.23,0.080425355,,3033.23,0.253675794,,,,,,,,,,,3015.41,0.032957245,,3015.41,0.019646567,,3033.23,0.033724287,,,,,,,,3033.23,0.017976376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.88,357.855
3034.38,0.104614089,,3034.38,0.021141673,,,,,3034.38,0.011824681,,3034.38,0.046921393,,3016.53,0.165143839,,,,,3016.53,0.250426035,,,,,,,,,,,3034.38,0.276950552,,3034.38,0.206383467,,3034.38,0.083341111,,3034.38,0.258368037,,,,,,,,,,,3016.53,0.030388045,,3016.53,0.020347627,,3034.38,0.030863542,,,,,,,,3034.38,0.019294215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.62,376.318
3035.54,0.104478806,,3035.54,0.020144569,,,,,3035.54,0.011605756,,3035.54,0.048351829,,3017.65,0.157236383,,,,,3017.65,0.230933349,,,,,,,,,,,3035.54,0.219907006,,3035.54,0.222361137,,3035.54,0.088550072,,3035.54,0.253562072,,,,,,,,,,,3017.65,0.027791305,,3017.65,0.019661504,,3035.54,0.028101774,,,,,,,,3035.54,0.017404537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429.35,398.59
3036.7,0.102695203,,3036.7,0.019217652,,,,,3036.7,0.011088594,,3036.7,0.048806347,,3018.77,0.148336815,,,,,3018.77,0.207673872,,,,,,,,,,,3036.7,0.165135507,,3036.7,0.229772984,,3036.7,0.097651143,,3036.7,0.237855883,,,,,,,,,,,3018.77,0.03076969,,3018.77,0.017989927,,3036.7,0.024984619,,,,,,,,3036.7,0.017453359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.09,422.095
3037.85,0.100119356,,3037.85,0.018642734,,,,,3037.85,0.01088267,,3037.85,0.049193146,,3019.88,0.14043971,,,,,3019.88,0.185388671,,,,,,,,,,,3037.85,0.123777109,,3037.85,0.229693334,,3037.85,0.098417753,,3037.85,0.216549785,,,,,,,,,,,3019.88,0.027662734,,3019.88,0.017258818,,3037.85,0.023396089,,,,,,,,3037.85,0.018036534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.82,453.003
3039.01,0.097171931,,3039.01,0.017763727,,,,,3039.01,0.010778008,,3039.01,0.049090038,,3021,0.132871757,,,,,3021,0.165070725,,,,,,,,,,,3039.01,0.096101684,,3039.01,0.215937946,,3039.01,0.098696813,,3039.01,0.188493221,,,,,,,,,,,3021,0.024157911,,3021,0.019080205,,3039.01,0.021118276,,,,,,,,3039.01,0.016143788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.56,497.389
3040.17,0.094222738,,3040.17,0.017011748,,,,,3040.17,0.010390646,,3040.17,0.048221468,,3022.12,0.127384868,,,,,3022.12,0.145966352,,,,,,,,,,,3040.17,0.081417788,,3040.17,0.198382061,,3040.17,0.095296839,,3040.17,0.160666544,,,,,,,,,,,3022.12,0.022821798,,3022.12,0.016167472,,3040.17,0.019735758,,,,,,,,3040.17,0.016394899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.29,535.332
3041.32,0.089884382,,3041.32,0.01628096,,,,,3041.32,0.009653852,,3041.32,0.04678899,,3023.23,0.122450187,,,,,3023.23,0.129351184,,,,,,,,,,,3041.32,0.070599676,,3041.32,0.174935362,,3041.32,0.08720018,,3041.32,0.136870439,,,,,,,,,,,3023.23,0.02255439,,3023.23,0.01606703,,3041.32,0.018252806,,,,,,,,3041.32,0.014493529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.03,585.791
3042.48,0.085895849,,3042.48,0.015552092,,,,,3042.48,0.009792885,,3042.48,0.045038964,,3024.35,0.119354539,,,,,3024.35,0.1144212,,,,,,,,,,,3042.48,0.060187834,,3042.48,0.147613148,,3042.48,0.075943088,,3042.48,0.115969676,,,,,,,,,,,3024.35,0.022598689,,3024.35,0.017353684,,3042.48,0.017779945,,,,,,,,3042.48,0.015994315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.76,625.186
3043.63,0.081186106,,3043.63,0.014690288,,,,,3043.63,0.009034653,,3043.63,0.041792909,,3025.46,0.117224314,,,,,3025.46,0.101681271,,,,,,,,,,,3043.63,0.053645236,,3043.63,0.120425543,,3043.63,0.067786648,,3043.63,0.100204926,,,,,,,,,,,3025.46,0.022321751,,3025.46,0.014988572,,3043.63,0.016913813,,,,,,,,3043.63,0.013573717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.5,672.306
3044.79,0.077698969,,3044.79,0.013843757,,,,,3044.79,0.00920158,,3044.79,0.039995862,,3026.57,0.115492258,,,,,3026.57,0.091738492,,,,,,,,,,,3044.79,0.04908962,,3044.79,0.097316564,,3044.79,0.054106349,,3044.79,0.095126241,,,,,,,,,,,3026.57,0.021320298,,3026.57,0.015075259,,3044.79,0.015531828,,,,,,,,3044.79,0.015135955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.23,729.121
3045.94,0.072865646,,3045.94,0.013384656,,,,,3045.94,0.008607077,,3045.94,0.03804317,,3027.69,0.115739966,,,,,3027.69,0.082927806,,,,,,,,,,,3045.94,0.04492947,,3045.94,0.082284756,,3045.94,0.044765046,,3045.94,0.091008436,,,,,,,,,,,3027.69,0.02036565,,3027.69,0.013701969,,3045.94,0.014998906,,,,,,,,3045.94,0.014854041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.97,787.674
3047.1,0.06769912,,3047.1,0.013154175,,,,,3047.1,0.008390306,,3047.1,0.035861881,,3028.8,0.116276958,,,,,3028.8,0.074880672,,,,,,,,,,,3047.1,0.041760344,,3047.1,0.072892595,,3047.1,0.042244908,,3047.1,0.089218569,,,,,,,,,,,3028.8,0.019778258,,3028.8,0.014270182,,3047.1,0.014662804,,,,,,,,3047.1,0.013535052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436.7,838.659
3048.25,0.063272608,,3048.25,0.012818026,,,,,3048.25,0.008541986,,3048.25,0.034458953,,3029.91,0.116818015,,,,,3029.91,0.068024619,,,,,,,,,,,3048.25,0.038250233,,3048.25,0.067666306,,3048.25,0.036536181,,3048.25,0.089560347,,,,,,,,,,,3029.91,0.019673929,,3029.91,0.014206185,,3048.25,0.013431133,,,,,,,,3048.25,0.013677863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437.44,888.72
3049.4,0.058856452,,3049.4,0.012462159,,,,,3049.4,0.00795639,,3049.4,0.03327826,,3031.02,0.117551027,,,,,3031.02,0.062408907,,,,,,,,,,,3049.4,0.036046573,,3049.4,0.065650648,,3049.4,0.037614881,,3049.4,0.085372157,,,,,,,,,,,3031.02,0.017934245,,3031.02,0.014004469,,3049.4,0.013416001,,,,,,,,3049.4,0.01350292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.17,949.739
3050.56,0.055660604,,3050.56,0.0122348,,,,,3050.56,0.007910303,,3050.56,0.031455468,,3032.13,0.117144204,,,,,3032.13,0.055784743,,,,,,,,,,,3050.56,0.033824913,,3050.56,0.067830743,,3050.56,0.037610275,,3050.56,0.083503824,,,,,,,,,,,3032.13,0.014448201,,3032.13,0.013327394,,3050.56,0.013069649,,,,,,,,3050.56,0.013091985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.91,1008.88
3051.71,0.052467059,,3051.71,0.01205956,,,,,3051.71,0.00789668,,3051.71,0.030738122,,3033.23,0.116810083,,,,,3033.23,0.05213834,,,,,,,,,,,3051.71,0.032562424,,3051.71,0.073002341,,3051.71,0.040386513,,3051.71,0.0757543,,,,,,,,,,,3033.23,0.015979529,,3033.23,0.011548717,,3051.71,0.012298336,,,,,,,,3051.71,0.012098551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.64,1049.59
3052.86,0.049135672,,3052.86,0.011771775,,,,,3052.86,0.007677088,,3052.86,0.028724548,,3034.34,0.116474174,,,,,3034.34,0.048633112,,,,,,,,,,,3052.86,0.02730249,,3052.86,0.077687048,,3052.86,0.042909242,,3052.86,0.070098644,,,,,,,,,,,3034.34,0.016726553,,3034.34,0.013896105,,3052.86,0.011362244,,,,,,,,3052.86,0.012240162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.38,1078.51
3054.01,0.045385301,,3054.01,0.011655999,,,,,3054.01,0.007486996,,3054.01,0.027720535,,3035.45,0.115452543,,,,,3035.45,0.046144145,,,,,,,,,,,3054.01,0.02885328,,3054.01,0.081340737,,3054.01,0.049972072,,3054.01,0.062323154,,,,,,,,,,,3035.45,0.01234338,,3035.45,0.01136466,,3054.01,0.010432964,,,,,,,,3054.01,0.011764661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441.11,1098.9
3055.17,0.042279472,,3055.17,0.011560877,,,,,3055.17,0.007027085,,3055.17,0.025268724,,3036.55,0.112492441,,,,,3036.55,0.043075943,,,,,,,,,,,3055.17,0.025473688,,3055.17,0.081062096,,3055.17,0.053325764,,3055.17,0.054312607,,,,,,,,,,,3036.55,0.012013194,,3036.55,0.01117199,,3055.17,0.009118695,,,,,,,,3055.17,0.010851981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441.85,1096.77
